transaction_id,transaction_date,customer_id,product_id,quantity
TRANS000296,2024-02-20,CUST0349,PROD047,2.0
TRANS000297,2024-02-05,CUST0960,PROD044,1.0
TRANS000298,2024-01-02,CUST0940,PROD035,3.0
TRANS000299,2024-03-13,CUST0693,PROD017,3.0
TRANS000300,2024-03-28,CUST0536,PROD035,1.0
TRANS000301,2024-01-07,CUST0828,PROD019,3.0
TRANS000302,2024-03-18,CUST0378,PROD020,1.0
TRANS000303,2024-03-04,CUST0899,PROD036,3.0
TRANS000304,2024-02-06,CUST0916,PROD035,3.0
TRANS000305,2024-01-30,CUST0558,PROD032,1.0
TRANS000306,2024-03-18,CUST0527,PROD048,1.0
TRANS000307,2024-02-15,CUST0153,PROD044,3.0
TRANS000308,2024-01-29,CUST0734,PROD040,3.0
TRANS000309,2024-03-22,CUST0206,PROD024,1.0
TRANS000310,2024-01-25,CUST0455,PROD017,4.0
TRANS000311,2024-03-20,CUST0273,PROD007,1.0
TRANS000312,2024-02-02,CUST0894,PROD043,3.0
TRANS000313,2024-03-27,CUST0236,PROD050,3.0
TRANS000314,2024-03-25,CUST0852,PROD001,
TRANS000315,2024-03-28,CUST0740,PROD035,1.0
TRANS000316,2024-01-18,CUST0521,PROD032,3.0
TRANS000317,2024-03-21,CUST0678,PROD036,4.0
TRANS000318,2024-01-13,CUST0944,PROD013,2.0
TRANS000319,2024-03-21,CUST0956,PROD006,4.0
TRANS000320,2024-03-23,CUST0831,PROD014,1.0
TRANS000321,2024-01-06,CUST0726,PROD037,3.0
TRANS000322,2024-02-09,CUST0501,PROD048,1.0
TRANS000323,2024-02-26,CUST0117,PROD015,2.0
TRANS000324,2024-01-05,CUST0386,PROD047,1.0
TRANS000325,2024-03-15,CUST0344,PROD004,3.0
TRANS000326,2024-02-16,CUST0584,PROD040,2.0
TRANS000327,2024-01-17,CUST0395,PROD016,2.0
TRANS000328,2024-01-12,CUST0064,PROD028,3.0
TRANS000329,2024-02-07,CUST0717,PROD016,3.0
TRANS000330,2024-02-11,CUST0721,PROD004,3.0
TRANS000331,2024-02-23,CUST0072,PROD045,1.0
TRANS000332,2024-01-23,CUST0789,PROD026,4.0
TRANS000333,2024-01-26,CUST0274,PROD028,1.0
TRANS000334,2024-01-17,CUST0990,PROD032,1.0
TRANS000335,2024-03-10,CUST0320,PROD045,4.0
TRANS000336,2024-02-16,CUST0338,PROD002,3.0
TRANS000337,2024-03-08,CUST0366,PROD031,3.0
TRANS000338,2024-03-05,CUST0495,PROD003,4.0
TRANS000339,2024-02-04,CUST0607,PROD008,4.0
TRANS000340,2024-01-22,CUST0166,PROD024,1.0
TRANS000341,2024-02-02,CUST0544,PROD015,2.0
TRANS000342,2024-03-02,CUST0011,PROD043,4.0
TRANS000343,2024-02-07,CUST0301,PROD031,1.0
TRANS000344,2024-02-13,CUST0729,PROD009,2.0
TRANS000345,2024-01-15,CUST0801,PROD039,3.0
TRANS000346,2024-02-29,CUST0102,PROD045,3.0
TRANS000347,2024-01-10,CUST0425,PROD002,1.0
TRANS000348,2024-01-19,CUST0392,PROD008,1.0
TRANS000349,2024-01-29,CUST0779,PROD007,4.0
TRANS000350,2024-03-27,CUST0214,PROD044,3.0
TRANS000351,2024-03-27,CUST0691,PROD039,1.0
TRANS000352,2024-02-20,CUST0088,PROD042,3.0
TRANS000353,2024-03-12,CUST0553,PROD016,3.0
TRANS000354,2024-02-16,CUST0401,PROD035,4.0
TRANS000355,2024-01-12,CUST0588,PROD030,2.0
TRANS000356,2024-02-20,CUST0889,PROD010,4.0
TRANS000357,2024-01-02,CUST0046,PROD038,1.0
TRANS000358,2024-02-03,CUST0672,PROD018,4.0
TRANS000359,2024-03-09,CUST0463,PROD050,4.0
TRANS000360,2024-01-16,CUST0592,PROD005,3.0
TRANS000361,2024-02-28,CUST0310,PROD029,4.0
TRANS000362,2024-02-17,CUST0086,PROD039,1.0
TRANS000363,2024-03-27,CUST0092,PROD034,2.0
TRANS000364,2024-03-27,CUST0660,PROD043,4.0
TRANS000365,2024-02-03,CUST0673,PROD045,4.0
TRANS000366,2024-03-15,CUST0714,PROD023,2.0
TRANS000367,2024-02-18,CUST0936,PROD005,1.0
TRANS000368,2024-03-22,CUST0928,PROD030,1.0
TRANS000369,2024-02-17,CUST0242,PROD006,4.0
TRANS000370,2024-01-14,CUST0865,PROD046,3.0
TRANS000371,2024-03-27,CUST0002,PROD044,4.0
TRANS000372,2024-01-30,CUST0225,PROD004,2.0
TRANS000373,2024-03-01,CUST0801,PROD029,2.0
TRANS000374,2024-01-04,CUST0745,PROD023,2.0
TRANS000375,2024-03-20,CUST0973,PROD006,4.0
TRANS000376,2024-03-12,CUST0926,PROD032,4.0
TRANS000377,2024-02-11,CUST0929,PROD042,1.0
TRANS000378,2024-03-19,CUST0589,PROD018,3.0
TRANS000379,2024-01-29,CUST0116,PROD015,4.0
TRANS000380,2024-03-23,CUST0666,PROD040,1.0
TRANS000381,2024-01-09,CUST0918,PROD032,4.0
TRANS000382,2024-03-22,CUST0103,PROD009,1.0
TRANS000383,2024-02-29,CUST0194,PROD037,1.0
TRANS000384,2024-03-30,CUST0166,PROD010,3.0
TRANS000385,2024-02-08,CUST0871,PROD020,4.0
TRANS000386,2024-03-24,CUST0090,PROD006,1.0
TRANS000387,2024-02-22,CUST0686,PROD048,2.0
TRANS000388,2024-01-15,CUST0122,PROD003,2.0
TRANS000389,2024-01-18,CUST0143,PROD042,2.0
TRANS000390,2024-01-06,CUST0994,PROD011,3.0
TRANS000391,2024-01-05,CUST0106,PROD043,1.0
TRANS000392,2024-02-08,CUST0887,PROD017,3.0
TRANS000393,2024-03-04,CUST0428,PROD032,4.0
TRANS000394,2024-01-15,CUST0305,PROD004,4.0
TRANS000395,2024-01-13,CUST0872,PROD004,1.0
TRANS000396,2024-01-31,CUST0971,PROD017,2.0
TRANS000397,2024-03-09,CUST0317,PROD041,1.0
TRANS000398,2024-01-18,CUST0963,PROD019,1.0
TRANS000399,2024-02-19,CUST0635,PROD005,1.0
TRANS000400,2024-02-28,CUST0902,PROD032,3.0
TRANS000401,2024-02-17,CUST0009,PROD022,4.0
TRANS000402,2024-03-26,CUST0774,PROD006,1.0
TRANS000403,2024-03-30,CUST0073,PROD035,1.0
TRANS000404,2024-03-10,CUST0359,PROD022,1.0
TRANS000405,2024-02-23,CUST0223,PROD001,3.0
TRANS000406,2024-03-16,CUST0416,PROD020,3.0
TRANS000407,2024-01-20,CUST0553,PROD022,3.0
TRANS000408,2024-02-23,CUST0370,PROD048,1.0
TRANS000409,2024-03-24,CUST0716,PROD011,2.0
TRANS000410,2024-01-13,CUST0264,PROD013,2.0
TRANS000411,2024-03-03,CUST0840,PROD042,2.0
TRANS000412,2024-03-19,CUST0690,PROD003,4.0
TRANS000413,2024-02-22,CUST0860,PROD009,1.0
TRANS000414,2024-02-05,CUST0318,PROD012,2.0
TRANS000415,2024-01-05,CUST0084,PROD023,2.0
TRANS000416,2024-03-29,CUST0318,PROD014,2.0
TRANS000417,2024-02-17,CUST0111,PROD033,1.0
TRANS000418,2024-01-28,CUST0251,PROD018,2.0
TRANS000419,2024-02-26,CUST0383,PROD049,2.0
TRANS000420,2024-02-26,CUST0007,PROD041,1.0
TRANS000421,2024-01-31,CUST0459,PROD009,4.0
TRANS000422,2024-02-16,CUST0084,PROD023,3.0
TRANS000423,2024-01-13,CUST0208,PROD010,2.0
TRANS000424,2024-03-28,CUST0900,PROD019,3.0
TRANS000425,2024-02-17,CUST0390,PROD047,4.0
TRANS000426,2024-03-10,CUST0314,PROD005,4.0
TRANS000427,2024-03-23,CUST0022,PROD047,2.0
TRANS000428,2024-02-15,CUST0410,PROD023,1.0
TRANS000429,2024-01-08,CUST0895,PROD030,4.0
TRANS000430,2024-02-20,CUST0515,PROD025,3.0
TRANS000431,2024-02-05,CUST0127,PROD028,3.0
TRANS000432,2024-01-25,CUST0809,PROD034,3.0
TRANS000433,2024-01-16,CUST0700,PROD045,3.0
TRANS000434,2024-02-28,CUST0874,PROD048,4.0
TRANS000435,2024-01-12,CUST0014,PROD047,2.0
TRANS000436,2024-03-25,CUST0971,PROD025,2.0
TRANS000437,2024-01-28,CUST0978,PROD010,3.0
TRANS000438,2024-03-23,CUST0012,PROD014,2.0
TRANS000439,2024-03-22,CUST0087,PROD042,3.0
TRANS000440,2024-03-17,CUST0524,PROD046,3.0
TRANS000441,2024-01-03,CUST0909,PROD030,1.0
TRANS000442,2024-01-07,CUST0537,PROD041,4.0
TRANS000443,,CUST0301,PROD025,4.0
TRANS000444,2024-02-01,CUST0243,PROD014,3.0
TRANS000445,2024-01-17,CUST0122,PROD035,4.0
TRANS000446,2024-03-13,CUST0147,PROD048,2.0
TRANS000447,2024-01-27,CUST0567,PROD034,3.0
TRANS000448,2024-01-09,CUST0750,PROD010,1.0
TRANS000449,2024-03-11,CUST0356,PROD035,2.0
TRANS000450,2024-01-27,CUST0685,PROD011,1.0
TRANS000451,2024-03-16,CUST0904,PROD011,1.0
TRANS000452,2024-01-28,CUST0733,PROD021,4.0
TRANS000453,2024-01-30,CUST0631,PROD021,4.0
TRANS000454,2024-02-12,CUST0309,PROD022,3.0
TRANS000455,2024-01-19,CUST0695,PROD045,4.0
TRANS000456,2024-03-17,CUST0288,PROD007,1.0
TRANS000457,2024-01-01,CUST0307,PROD017,1.0
TRANS000458,2024-02-05,CUST0812,PROD002,2.0
TRANS000459,2024-01-19,CUST0594,PROD012,1.0
TRANS000460,2024-01-17,CUST0966,PROD042,3.0
TRANS000461,2024-03-10,CUST0914,PROD018,3.0
TRANS000462,2024-02-02,CUST0723,PROD011,4.0
TRANS000463,2024-01-23,CUST0662,PROD016,4.0
TRANS000464,2024-01-15,CUST0549,PROD049,4.0
TRANS000465,2024-03-25,CUST0352,PROD018,3.0
TRANS000466,2024-01-04,CUST0312,PROD035,1.0
TRANS000467,2024-01-17,CUST0873,PROD026,4.0
TRANS000468,2024-01-02,CUST0059,PROD016,2.0
TRANS000469,2024-02-15,CUST0643,PROD006,4.0
TRANS000470,2024-01-31,CUST0924,PROD044,3.0
TRANS000471,2024-03-16,CUST0714,PROD043,4.0
TRANS000472,2024-02-11,CUST0755,PROD047,1.0
TRANS000473,2024-01-03,CUST0035,PROD047,4.0
TRANS000474,2024-01-23,CUST0445,PROD048,3.0
TRANS000475,2024-02-03,CUST0093,PROD042,3.0
TRANS000476,2024-01-07,CUST0950,PROD012,2.0
TRANS000477,2024-01-17,CUST0959,PROD013,3.0
TRANS000478,2024-02-23,CUST0207,PROD004,2.0
TRANS000479,2024-03-08,CUST0353,PROD039,1.0
TRANS000480,2024-01-15,CUST0903,PROD002,3.0
TRANS000481,2024-01-09,CUST0332,PROD026,4.0
